incident_number,created_at,alert_identifier,node_name,metric_value,service,description,alert_condition,alert_id
7036,2023-08-06 07:33:26,alert_510,node_W,41,service_D,Description of event,condition_5,9631
1053,2023-08-08 07:33:26,alert_300,node_O,63,service_E,Description of event,condition_4,1057
8951,2023-08-29 07:33:26,alert_273,node_Q,10,service_E,Description of event,condition_4,1132
7007,2023-08-19 07:33:26,alert_638,node_N,51,service_E,Description of event,condition_5,4609
6539,2023-08-10 07:33:26,alert_148,node_D,55,service_A,Description of event,condition_5,5126
3788,2023-08-27 07:33:26,alert_319,node_T,60,service_E,Description of event,condition_4,7223
7553,2023-08-26 07:33:26,alert_317,node_M,35,service_C,Description of event,condition_3,2878
2954,2023-08-30 07:33:26,alert_707,node_L,86,service_A,Description of event,condition_5,5953
1540,2023-08-28 07:33:26,alert_362,node_Q,13,service_D,Description of event,condition_1,9275
1833,2023-08-21 07:33:26,alert_229,node_G,97,service_B,Description of event,condition_4,5737
9425,2023-08-25 07:33:26,alert_205,node_O,24,service_D,Description of event,condition_4,7183
9894,2023-08-09 07:33:26,alert_656,node_Z,82,service_C,Description of event,condition_3,8362
7866,2023-08-01 07:33:26,alert_568,node_T,50,service_A,Description of event,condition_4,6289
8383,2023-08-06 07:33:26,alert_626,node_C,11,service_F,Description of event,condition_4,4395
3324,2023-08-07 07:33:26,alert_543,node_Y,13,service_C,Description of event,condition_5,5155
4849,2023-08-05 07:33:26,alert_839,node_X,66,service_D,Description of event,condition_4,8333
1900,2023-08-11 07:33:26,alert_322,node_P,81,service_E,Description of event,condition_4,6295
7260,2023-08-16 07:33:26,alert_302,node_F,12,service_B,Description of event,condition_5,2762
1699,2023-08-12 07:33:26,alert_660,node_D,98,service_B,Description of event,condition_1,1864
4596,2023-08-04 07:33:26,alert_417,node_M,22,service_B,Description of event,condition_1,9529
9827,2023-08-11 07:33:26,alert_893,node_B,22,service_A,Description of event,condition_4,3565
2257,2023-08-13 07:33:26,alert_702,node_M,96,service_C,Description of event,condition_4,1547
5839,2023-08-02 07:33:26,alert_636,node_E,15,service_C,Description of event,condition_2,7946
8360,2023-08-18 07:33:26,alert_702,node_L,63,service_D,Description of event,condition_1,6960
4294,2023-08-30 07:33:26,alert_705,node_Q,81,service_C,Description of event,condition_4,9120
6920,2023-08-04 07:33:26,alert_195,node_W,45,service_E,Description of event,condition_1,7324
7684,2023-08-19 07:33:26,alert_442,node_B,50,service_B,Description of event,condition_3,9472
6306,2023-08-23 07:33:26,alert_753,node_A,100,service_D,Description of event,condition_3,2520
3156,2023-08-27 07:33:26,alert_831,node_Y,66,service_A,Description of event,condition_3,6860
9877,2023-08-09 07:33:26,alert_219,node_O,22,service_A,Description of event,condition_4,7415
3035,2023-08-18 07:33:26,alert_686,node_A,22,service_A,Description of event,condition_2,4134
3869,2023-08-28 07:33:26,alert_500,node_P,26,service_E,Description of event,condition_1,6705
8400,2023-08-21 07:33:26,alert_806,node_C,39,service_B,Description of event,condition_4,2116
5659,2023-08-15 07:33:26,alert_880,node_N,74,service_F,Description of event,condition_3,8886
7887,2023-08-23 07:33:26,alert_943,node_S,76,service_D,Description of event,condition_3,4939
5360,2023-08-25 07:33:26,alert_582,node_P,27,service_F,Description of event,condition_2,3552
4004,2023-08-13 07:33:26,alert_435,node_T,69,service_B,Description of event,condition_4,6613
1102,2023-08-29 07:33:26,alert_887,node_H,48,service_D,Description of event,condition_3,9592
6961,2023-08-13 07:33:26,alert_144,node_U,80,service_D,Description of event,condition_4,3048
8855,2023-08-24 07:33:26,alert_899,node_I,17,service_A,Description of event,condition_1,8267
6125,2023-08-07 07:33:26,alert_709,node_D,57,service_D,Description of event,condition_5,5724
2259,2023-08-12 07:33:26,alert_683,node_Y,11,service_A,Description of event,condition_2,4802
5263,2023-08-26 07:33:26,alert_634,node_O,100,service_E,Description of event,condition_4,7353
7696,2023-08-24 07:33:26,alert_256,node_O,37,service_D,Description of event,condition_2,6897
5933,2023-08-29 07:33:26,alert_325,node_M,43,service_B,Description of event,condition_5,7627
2972,2023-08-02 07:33:26,alert_214,node_Y,14,service_E,Description of event,condition_5,9132
6120,2023-08-18 07:33:26,alert_964,node_F,38,service_D,Description of event,condition_4,8011
7839,2023-08-05 07:33:26,alert_832,node_C,88,service_E,Description of event,condition_1,8468
1003,2023-08-18 07:33:26,alert_809,node_E,87,service_D,Description of event,condition_3,5478
1364,2023-08-13 07:33:26,alert_648,node_F,10,service_D,Description of event,condition_4,1096
7440,2023-08-11 07:33:26,alert_860,node_J,42,service_D,Description of event,condition_2,4936
5995,2023-08-24 07:33:26,alert_863,node_R,45,service_F,Description of event,condition_1,4230
8462,2023-08-09 07:33:26,alert_165,node_P,35,service_C,Description of event,condition_3,3821
